source,license,used,changes
raw_corpus/sentence_3201.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0668.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6231.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1564.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4235.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5911.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5876.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0622.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4490.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1473.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5573.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5910.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1409.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0024.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4677.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1809.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5467.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1511.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6391.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3507.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5680.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4900.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4148.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6255.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1518.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4463.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1283.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5752.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1229.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4578.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2680.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4884.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4285.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5980.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3590.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1492.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3796.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4616.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2483.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0432.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6098.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2459.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4429.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4241.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5262.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3871.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2826.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0882.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2124.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5149.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5045.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3003.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2851.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3306.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1110.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2993.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4949.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4140.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5180.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5437.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6451.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3433.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0945.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2536.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0510.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5056.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5644.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3243.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6141.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3039.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5221.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0072.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4554.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0885.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0601.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3840.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2362.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2415.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4888.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5865.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0564.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6375.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4688.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1996.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3579.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3223.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0590.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1799.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0062.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4972.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1630.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1375.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6344.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0942.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4053.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1218.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4705.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1901.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4395.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2034.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4350.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3387.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5776.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5873.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0355.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1128.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4826.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1857.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1204.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1719.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5683.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4713.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5600.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4823.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0825.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3481.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4170.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4157.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6462.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0979.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0749.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5818.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5811.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0094.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4091.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1801.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1074.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5737.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3244.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0758.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3073.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6384.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5999.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2976.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2382.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4327.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2149.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0477.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1575.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3912.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1874.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0993.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1702.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2268.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6421.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6155.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2904.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6154.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2627.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4567.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0860.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1910.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2246.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1021.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3150.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2757.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4153.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4393.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3725.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0523.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4221.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2020.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3293.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3905.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0517.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4172.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1103.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0398.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1002.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2570.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5738.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1913.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0029.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4862.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4598.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2127.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5773.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0393.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4047.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5875.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4056.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5572.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6430.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5921.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6478.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1148.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3866.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4341.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5039.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6324.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3204.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1102.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4603.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1560.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2364.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5156.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2005.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2317.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4533.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6088.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2863.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2876.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4757.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3018.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0699.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5195.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3781.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2356.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5933.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3884.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2215.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5171.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4351.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0066.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6473.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0774.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3303.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2217.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5009.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3679.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4779.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3659.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4922.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1565.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0556.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6303.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3385.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1050.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5006.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1301.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5325.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0802.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4093.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5374.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0046.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5303.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1662.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4702.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5557.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5047.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3936.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2748.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1137.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2095.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5596.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4777.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5061.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2642.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3877.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5720.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0913.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4294.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0810.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4245.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0478.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1697.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2348.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0602.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5949.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6176.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3152.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4205.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1683.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0338.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1047.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0615.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4150.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1033.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3620.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2799.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4704.txt,UNKNOWN,texts,"normalize, dedup"
